Read all attacks for character with id 11, 1748084925696
Read all attacks for character with id 12, 1748084925699
Read all attacks for character with id 13, 1748084925700
Read all attacks for character with id 14, 1748084925703
Read all attacks for character with id 15, 1748084925705
Read all characters from database, 1748084925705
Read all attacks for character with id 4, 1748084950137
Read all attacks for character with id 5, 1748084950142
Read all attacks for character with id 10, 1748084950143
Read all attacks for character with id 11, 1748084950147
Read all attacks for character with id 12, 1748084950150
Read all attacks for character with id 13, 1748084950151
Read all attacks for character with id 14, 1748084950154
Read all attacks for character with id 15, 1748084950155
Read all characters from database, 1748084950156
Added character with id 16, 1748084950161
Removed all skills for character with id 16, 1748084950162
Added playable character with id 16, 1748084950162
Read all attacks for character with id 4, 1748084950866
Read character with id 4, 1748084950866
Read all skills for character with id 4, 1748084950871
Read all attacks for character with id 5, 1748084950872
Read character with id 5, 1748084950872
Read all skills for character with id 5, 1748084950876
Read all attacks for character with id 13, 1748084950878
Read character with id 13, 1748084950878
Read all skills for character with id 13, 1748084950881
Read all attacks for character with id 14, 1748084950885
Read character with id 14, 1748084950886
Read all skills for character with id 14, 1748084950886
Read all attacks for character with id 15, 1748084950888
Read character with id 15, 1748084950888
Read all skills for character with id 15, 1748084950888
Read all attacks for character with id 16, 1748084950889
Read character with id 16, 1748084950890
Read all skills for character with id 16, 1748084950890
Read all playables from database, 1748084950890
Read all attacks for character with id 4, 1748084992819
Read all attacks for character with id 5, 1748084992820
Read all attacks for character with id 10, 1748084992821
Read all attacks for character with id 11, 1748084992823
Read all attacks for character with id 12, 1748084992825
Read all attacks for character with id 13, 1748084992826
Read all attacks for character with id 14, 1748084992829
Read all attacks for character with id 15, 1748084992830
Read all attacks for character with id 16, 1748084992832
Read all characters from database, 1748084992832
Added character with id 17, 1748084992844
Read all attacks for character with id 4, 1748085118294
Read character with id 4, 1748085118297
Read all skills for character with id 4, 1748085118302
Read all attacks for character with id 5, 1748085118304
Read character with id 5, 1748085118304
Read all skills for character with id 5, 1748085118309
Read all attacks for character with id 13, 1748085118310
Read character with id 13, 1748085118311
Read all skills for character with id 13, 1748085118315
Read all attacks for character with id 14, 1748085118321
Read character with id 14, 1748085118321
Read all skills for character with id 14, 1748085118322
Read all attacks for character with id 15, 1748085118324
Read character with id 15, 1748085118324
Read all skills for character with id 15, 1748085118324
Read all attacks for character with id 16, 1748085118325
Read character with id 16, 1748085118326
Read all skills for character with id 16, 1748085118326
Read all playables from database, 1748085118327
Read all attacks for character with id 10, 1748085121357
Read character with id 10, 1748085121358
Read all attacks for character with id 11, 1748085121361
Read character with id 11, 1748085121361
Read all attacks for character with id 12, 1748085121365
Read character with id 12, 1748085121366
Read all attacks for character with id 17, 1748085121371
Read character with id 17, 1748085121372
Read all non-playable characters from database, 1748085121373
Read all attacks for character with id 4, 1748085163303
Read all attacks for character with id 5, 1748085163304
Read all attacks for character with id 10, 1748085163304
Read all attacks for character with id 11, 1748085163306
Read all attacks for character with id 12, 1748085163308
Read all attacks for character with id 13, 1748085163310
Read all attacks for character with id 14, 1748085163312
Read all attacks for character with id 15, 1748085163314
Read all attacks for character with id 16, 1748085163315
Read all attacks for character with id 17, 1748085163317
Read all characters from database, 1748085163317
Added character with id 18, 1748085163327
Read all attacks for character with id 4, 1748085220171
Read all attacks for character with id 5, 1748085220175
Read all attacks for character with id 10, 1748085220176
Read all attacks for character with id 11, 1748085220180
Read all attacks for character with id 12, 1748085220184
Read all attacks for character with id 13, 1748085220185
Read all attacks for character with id 14, 1748085220188
Read all attacks for character with id 15, 1748085220189
Read all attacks for character with id 16, 1748085220190
Read all attacks for character with id 17, 1748085220193
Read all attacks for character with id 18, 1748085220194
Read all characters from database, 1748085220194
Added character with id 19, 1748085220204
Read all attacks for character with id 4, 1748085500193
Read all attacks for character with id 5, 1748085500195
Read all attacks for character with id 10, 1748085500197
Read all attacks for character with id 11, 1748085500200
Read all attacks for character with id 12, 1748085500203
Read all attacks for character with id 13, 1748085500204
Read all attacks for character with id 14, 1748085500208
Read all attacks for character with id 15, 1748085500209
Read all attacks for character with id 16, 1748085500210
Read all attacks for character with id 17, 1748085500212
Read all attacks for character with id 18, 1748085500213
Read all attacks for character with id 19, 1748085500214
Read all characters from database, 1748085500215
Added character with id 20, 1748085500220
Read all attacks for character with id 4, 1748085550133
Read all attacks for character with id 5, 1748085550135
Read all attacks for character with id 10, 1748085550136
Read all attacks for character with id 11, 1748085550141
Read all attacks for character with id 12, 1748085550145
Read all attacks for character with id 13, 1748085550146
Read all attacks for character with id 14, 1748085550150
Read all attacks for character with id 15, 1748085550151
Read all attacks for character with id 16, 1748085550153
Read all attacks for character with id 17, 1748085550155
Read all attacks for character with id 18, 1748085550157
Read all attacks for character with id 19, 1748085550158
Read all attacks for character with id 20, 1748085550159
Read all characters from database, 1748085550159
Added character with id 21, 1748085550165
Added non-playable character with id 11, 1748085550171
Read all attacks for character with id 10, 1748085552897
